original_title,genres,actor1,actor2,director,popularity,release_date,vote_average,vote_count,production_companies,budget_adj,revenue_adj,release_year,runtime,id,imdb_id
Rob Roy,Adventure,Liam Neeson,Jessica Lange,Michael Caton-Jones,0.640868999999999,4/13/95,6.2,72,United Artists,40067072.278995,45214132.7439276,1995,139,11780,tt0114287
"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,Patrick Swayze,Wesley Snipes,Beeban Kidron,0.634081999999999,9/7/95,6.3,50,Universal Pictures,36465392.87917733,68363287.2857735,1995,105,9090,tt0114682
Hackers,Action,Jonny Lee Miller,Angelina Jolie,Iain Softley,0.623009,9/14/95,6.4,238,Metro-Goldwyn-Mayer (MGM),28619337.3421393,10823444.1598092,1995,107,10428,tt0113243
Grumpier Old Men,Romance,Walter Matthau,Jack Lemmon,Howard Deutch,0.6050810000000001,12/22/95,6.7,45,Warner Bros.,36465392.87917733,113802822.54054782,1995,101,15602,tt0113228
Nixon,History,Anthony Hopkins,Joan Allen,Oliver Stone,0.6043310000000001,12/22/95,6.3,30,Hollywood Pictures,62962542.1527065,19578152.398543697,1995,192,10858,tt0113987
Major Payne,Comedy,Damon Wayans,Orlando Brown,Nick Castle,0.60312,3/24/95,5.8,76,Universal Pictures,36465392.87917733,113802822.54054782,1995,95,11008,tt0110443
First Knight,Action,Sean Connery,Richard Gere,Jerry Zucker,0.602056,7/7/95,5.8,172,Columbia Pictures Corporation,78703177.6908831,182591994.713436,1995,134,6520,tt0113071
Boys on the Side,Comedy,Whoopi Goldberg,Mary-Louise Parker,Herbert Ross,0.592518999999999,2/3/95,5.8,25,Warner Bros. Pictures,30050304.209246196,33556173.0336583,1995,115,9382,tt0112571
Halloween: The Curse of Michael Myers,Horror,Donald Pleasence,Paul Rudd,Joe Chappelle,0.578548,9/29/95,5.1,80,Miramax Films,7154834.33553483,21631402.3961826,1995,88,10987,tt0113253
Fair Game,Action,William Baldwin,Cindy Crawford,Andrew Sipes,0.5771430000000001,11/3/95,4.1,26,Silver Pictures,71548343.3553482,16505454.4164073,1995,91,11859,tt0113010
The Langoliers,Drama,Patricia Wettig,Dean Stockwell,Tom Holland,0.572794999999999,5/14/95,5.9,63,Laurel Entertainment,36465392.87917733,113802822.54054782,1995,180,152426,tt0112040
Dead Presidents,Action,Larenz Tate,Keith David,Albert Hughes|Allen Hughes,0.570524,10/6/95,6.4,30,Caravan Pictures,14309668.671069598,113802822.54054782,1995,119,11443,tt0112819
Mallrats,Romance,Jason Lee,Jeremy London,Kevin Smith,0.552091,10/20/95,6.8,201,Gramercy Pictures,8585801.20264179,2.86193373421393,1995,94,2293,tt0113749
I.D.,Crime,Reece Dinsdale,Richard Graham,Philip Davis,0.55207,5/5/95,6.8,13,BBC Films,36465392.87917733,113802822.54054782,1995,107,15322,tt0113375
The American President,Comedy,Michael Douglas,Annette Bening,Rob Reiner,0.5516310000000001,11/17/95,6.6,104,Columbia Pictures,88719945.7606318,154371984.416198,1995,106,9087,tt0112346
A Little Princess,Drama,Liesel Matthews,Eleanor Bron,Alfonso CuarÃ³n,0.54766,5/10/95,7.1,99,Warner Bros.,24326436.7408184,113802822.54054782,1995,97,19101,tt0113670
Canadian Bacon,Action,John Candy,Alan Alda,Michael Moore,0.538475,6/8/95,5.2,16,PolyGram Filmed Entertainment,15740635.5381766,254860.92289921897,1995,91,1775,tt0109370
Sabrina,Comedy,Harrison Ford,Julia Ormond,Sydney Pollack,0.537898,12/15/95,6.5,72,Paramount Pictures,82996078.29220401,113802822.54054782,1995,127,11860,tt0114319
Strange Days,Crime,Ralph Fiennes,Angela Bassett,Kathryn Bigelow,0.5264850000000001,10/13/95,6.5,150,Lightstorm Entertainment,60100608.4184925,11389481.706662599,1995,145,281,tt0114558
Living in Oblivion,Drama,Steve Buscemi,Catherine Keener,Tom DiCillo,0.525474,1/20/95,6.9,23,JDI productions,715483.433553482,1643826.05052286,1995,89,9071,tt0113677
Just Cause,Action,Sean Connery,Laurence Fishburne,Arne Glimcher,0.514668,2/17/95,6.1,69,Fountainbridge Films,36465392.87917733,113802822.54054782,1995,102,9061,tt0113501
Fluke,Fantasy,Samuel L. Jackson,Matthew Modine,Carlo Carlei,0.513548,6/2/95,6.6,24,Metro-Goldwyn-Mayer (MGM),36465392.87917733,113802822.54054782,1995,96,21183,tt0113089
Nick of Time,Crime,Johnny Depp,Courtney Chase,John Badham,0.508901,11/22/95,6.0,91,Paramount Pictures,11690087.778369501,11698649.2531354,1995,90,2086,tt0113972
Nine Months,Comedy,Hugh Grant,Julianne Moore,Chris Columbus,0.502955,7/12/95,5.4,82,Twentieth Century Fox Film Corporation,36465392.87917733,99682200.86138481,1995,103,11472,tt0113986
Smoke,Comedy,Harvey Keitel,William Hurt,Wayne Wang|Paul Auster,0.489975,6/9/95,6.8,41,Miramax Films,10016768.0697487,11947757.6892289,1995,112,10149,tt0114478
Tommy Boy,Comedy,Chris Farley,David Spade,Peter Segal,0.485393,3/31/95,6.8,175,Paramount Pictures,36465392.87917733,46719169.318009704,1995,97,11381,tt0114694
Othello,Drama,Laurence Fishburne,IrÃ¨ne Jacob,Oliver Parker,0.47519300000000003,12/15/95,5.6,16,Columbia Pictures,36465392.87917733,113802822.54054782,1995,123,16420,tt0114057
Total Eclipse,Drama,Leonardo DiCaprio,David Thewlis,Agnieszka Holland,0.47311400000000003,11/2/95,6.3,62,SociÃ©tÃ© FranÃ§aise de Production (SFP),36465392.87917733,486369.897494119,1995,111,36834,tt0114702
Bushwhacked,Adventure,Daniel Stern,Jon Polito,Greg Beeman,0.469383,8/4/95,5.1,15,Twentieth Century Fox Film Corporation,36465392.87917733,113802822.54054782,1995,90,26258,tt0112602
Heavyweights,Comedy,Ben Stiller,Aaron Schwartz,Steven Brill,0.46425900000000003,2/17/95,6.1,39,Walt Disney Pictures,36465392.87917733,25312626.1933905,1995,100,14819,tt0110006
Screamers,Horror,Peter Weller,Roy Dupuis,Christian Duguay,0.460215,9/8/95,5.9,63,The Movie Network (TMN),28619337.3421393,8273685.86442275,1995,108,9102,tt0114367
Senior Trip,Comedy,Matt Frewer,Valerie Mahaffey,Kelly Makin,0.45791400000000004,9/8/95,5.7,10,New Line Cinema,36465392.87917733,113802822.54054782,1995,91,27993,tt0113936
Something to Talk About,Comedy,Julia Roberts,Dennis Quaid,Lasse HallstrÃ¶m,0.45204799999999995,8/4/95,5.9,25,Spring Creek Productions,36465392.87917733,72824994.75550641,1995,106,18402,tt0114496
The Brady Bunch Movie,Comedy,Shelley Long,Gary Cole,Betty Thomas,0.45029300000000005,2/16/95,5.5,35,Paramount Pictures,36465392.87917733,113802822.54054782,1995,84,9066,tt0112572
Kids,Drama,Leo Fitzpatrick,Rosario Dawson,Larry Clark,0.446622,7/28/95,6.7,141,Miramax Films,2146450.30066044,10606635.5078401,1995,91,9344,tt0113540
Losing Isaiah,Drama,Jessica Lange,Halle Berry,Stephen Gyllenhaal,0.44371800000000006,3/17/95,6.5,12,Paramount Pictures,24326436.7408184,10880737.2112344,1995,106,28313,tt0113691
Free Willy 2 - The Adventure Home,Adventure,Jason James Richter,Michael Madsen,Dwight H. Little,0.42802299999999893,7/19/95,5.6,69,Regency Enterprises,36465392.87917733,113802822.54054782,1995,95,9073,tt0113114
A Kid in King Arthur's Court,Adventure,Thomas Ian Nicholas,Joss Ackland,Michael Gottlieb,0.421018,8/11/95,4.3,20,Walt Disney Pictures,36465392.87917733,113802822.54054782,1995,89,37108,tt0113538
Empire Records,Comedy,Anthony LaPaglia,Debi Mazar,Allan Moyle,0.41473999999999994,9/22/95,6.9,95,Monarchy Enterprises B.V.,36465392.87917733,113802822.54054782,1995,90,13531,tt0112950
The Englishman Who Went Up a Hill But Came Down a Mountain,Drama,Hugh Grant,Tara Fitzgerald,Christopher Monger,0.414233,5/12/95,6.1,38,Miramax Films,36465392.87917733,113802822.54054782,1995,99,10612,tt0112966
Jade,Action,David Caruso,Linda Fiorentino,William Friedkin,0.407454,10/13/95,5.4,22,Paramount Pictures,71548343.3553482,14097327.497659601,1995,95,11863,tt0113451
Murder in the First,Crime,Christian Slater,Kevin Bacon,Marc Rocco,0.40530700000000003,1/20/95,6.7,52,Wolper Organization,36465392.87917733,24872983.0879749,1995,122,8438,tt0113870
Crying Freeman,Action,Mark Dacascos,Julie Condra,Christophe Gans,0.403149,4/23/95,6.3,32,August Entertainment,8728897.88935249,113802822.54054782,1995,102,9501,tt0112750
Pride and Prejudice,Romance,Colin Firth,Julia Sawalha,Simon Langton,0.39971999999999996,9/24/95,7.8,89,British Broadcasting Corporation (BBC),36465392.87917733,113802822.54054782,1995,300,164721,tt0112130
The Cure,Drama,Brad Renfro,Aeryk Egan,Peter Horton,0.398334,4/21/95,7.1,30,Universal Pictures,36465392.87917733,113802822.54054782,1995,97,6715,tt0112757
Tales from the Crypt: Demon Knight,Horror,Billy Zane,William Sadler,Ernest R. Dickerson,0.397516,1/13/95,6.6,41,Universal Pictures,36465392.87917733,113802822.54054782,1995,92,9059,tt0114608
Richard III,Drama,Ian McKellen,Annette Bening,Richard Loncraine,0.392875,12/29/95,6.0,23,British Screen,36465392.87917733,113802822.54054782,1995,104,31174,tt0114279
Vampire in Brooklyn,Comedy,Eddie Murphy,Angela Bassett,Wes Craven,0.37809299999999996,10/27/95,4.5,45,Paramount Pictures,20033536.1394975,28333143.968717895,1995,100,12158,tt0114825
Sudden Death,Action,Jean-Claude Van Damme,Powers Boothe,Peter Hyams,0.376857,12/22/95,5.4,85,Universal Pictures,50083840.3487438,92082962.5936675,1995,106,9091,tt0114576
Castle Freak,Thriller,Jeffrey Combs,Barbara Crampton,Stuart Gordon,0.365369,8/4/95,5.3,13,Full Moon Entertainment,36465392.87917733,113802822.54054782,1995,95,18256,tt0112643
Things to Do in Denver When You're Dead,Drama,Andy GarcÃ­a,Christopher Lloyd,Gary Fleder,0.36020399999999997,12/1/95,6.3,26,Miramax Films,11447734.9368557,758077.593319788,1995,116,400,tt0114660
Lord of Illusions,Mystery,Scott Bakula,Kevin J. O'Connor,Clive Barker,0.358694,8/25/95,5.7,31,Seraphim Films,36465392.87917733,113802822.54054782,1995,119,8973,tt0113690
Candyman: Farewell to the Flesh,Horror,Tony Todd,Kelly Rowan,Bill Condon,0.355338,3/17/95,4.7,25,Propaganda Films,36465392.87917733,19948226.1877812,1995,93,10824,tt0112625
Kiss of Death,Action,David Caruso,Samuel L. Jackson,Barbet Schroeder,0.35223699999999997,4/21/95,5.5,35,20th Century Fox,57238674.6842786,113802822.54054782,1995,101,6071,tt0113552
Circle of Friends,Drama,Chris O'Donnell,Minnie Driver,Pat O'Connor,0.34562,3/16/95,6.5,17,The Rank Organisation,36465392.87917733,113802822.54054782,1995,103,22625,tt0112679
Mad Love,Drama,Chris O'Donnell,Drew Barrymore,Antonia Bird,0.343325,5/26/95,5.1,11,Touchstone Pictures,36465392.87917733,22113123.0823255,1995,95,47608,tt0113729
Children of the Corn III: Urban Harvest,Thriller,Daniel Cerny,Ron Melendez,James D.R. Hickox,0.33010500000000004,9/12/95,4.3,17,Park Avenue Productions,36465392.87917733,113802822.54054782,1995,92,25749,tt0109415
Congo,Action,Laura Linney,Dylan Walsh,Frank Marshall,0.327558,6/9/95,4.8,100,Paramount Pictures,71548343.3553482,217506963.800258,1995,109,10329,tt0112715
The Mangler,Drama,Robert Englund,Ted Levine,Tobe Hooper,0.32600300000000004,3/3/95,3.6,19,New Line Cinema,36465392.87917733,113802822.54054782,1995,106,13559,tt0113762
Safe,Drama,Julianne Moore,Xander Berkeley,Todd Haynes,0.261562,6/23/95,7.2,17,Killer Films,36465392.87917733,113802822.54054782,1995,119,32646,tt0114323
Les Trois FrÃ¨res,Comedy,Pascal LÃ©gitimus,Didier Bourdon,Bernard Campan|Didier Bourdon,0.324339,12/13/95,7.0,54,Renn Productions,10732251.503302198,113802822.54054782,1995,105,37653,tt0114732
Welcome to the Dollhouse,Comedy,Heather Matarazzo,Victoria Davis,Todd Solondz,0.323966,5/24/95,5.9,34,,36465392.87917733,113802822.54054782,1995,88,11446,tt0114906
Home for the Holidays,Comedy,Holly Hunter,Robert Downey Jr.,Jodie Foster,0.264432,11/2/95,6.5,11,Paramount Pictures,36465392.87917733,25069350.3782474,1995,103,9089,tt0113321
The Tuskegee Airmen,TV Movie,Laurence Fishburne,Allen Payne,Robert Markowitz,0.31960500000000003,8/25/95,5.7,15,Home Box Office (HBO),36465392.87917733,113802822.54054782,1995,106,31894,tt0114745
The Babysitter,Drama,Alicia Silverstone,Jeremy London,Guy Ferland,0.314238,10/17/95,4.6,14,Spelling Films International,36465392.87917733,113802822.54054782,1995,90,37141,tt0112438
Kicking and Screaming,Comedy,Josh Hamilton,Olivia d'Abo,Noah Baumbach,0.31364699999999895,10/6/95,7.1,16,Castleberg Productions,36465392.87917733,1028135.38434768,1995,96,28387,tt0113537
The Big Green,Action,Steve Guttenberg,Olivia d'Abo,Holly Goldberg Sloan,0.310112,9/29/95,5.4,19,Walt Disney Pictures,36465392.87917733,113802822.54054782,1995,100,26441,tt0112499
The Scarlet Letter,Drama,Demi Moore,Gary Oldman,Roland JoffÃ©,0.307976,10/13/95,5.3,61,Hollywood Pictures,71548343.3553482,14856880.4178194,1995,135,10533,tt0114345
Devil in a Blue Dress,Drama,Denzel Washington,Tom Sizemore,Carl Franklin,0.29878299999999997,9/15/95,6.1,43,TriStar Pictures,38636105.411888,23096981.489871103,1995,102,8512,tt0112857
Embrace of the Vampire,Horror,Alyssa Milano,Martin Kemp,Anne Goursaud,0.287963,5/30/95,5.4,20,New Line Cinema,715483.433553482,113802822.54054782,1995,92,18392,tt0109723
Operation Dumbo Drop,Action,Danny Glover,Ray Liotta,Simon Wincer,0.28734299999999996,7/28/95,4.8,16,Walt Disney Pictures,36465392.87917733,113802822.54054782,1995,107,27281,tt0114048
The Crossing Guard,Drama,Jack Nicholson,David Morse,Sean Penn,0.286585,11/15/95,5.8,24,Miramax Films,36465392.87917733,113802822.54054782,1995,111,27526,tt0112744
Tom and Huck,Action,Jonathan Taylor Thomas,Brad Renfro,Peter Hewitt,0.284183,12/22/95,5.7,18,Walt Disney Pictures,36465392.87917733,113802822.54054782,1995,97,45325,tt0112302
The Last Supper,Comedy,Cameron Diaz,Ron Eldard,Stacy Title,0.283428,9/8/95,6.6,25,Columbia Pictures Corporation,36465392.87917733,633868.238288037,1995,92,12520,tt0113613
3 Ninjas Knuckle Up,Adventure,Victor Wong,Charles Napier,Shin Sang-ok,0.28157600000000005,4/7/95,4.1,14,TriStar Pictures,36465392.87917733,113802822.54054782,1995,85,40508,tt0112255
The Addiction,Drama,Lili Taylor,Christopher Walken,Abel Ferrara,0.279794,1/10/95,5.2,15,October Films,36465392.87917733,113802822.54054782,1995,82,34996,tt0112288
Now and Then,Comedy,Christina Ricci,Rosie O'Donnell,Lesli Linka Glatter,0.275609,10/20/95,6.3,41,New Line Cinema,17171602.4052835,39208492.1587308,1995,100,9263,tt0114011
Citizen X,History,Stephen Rea,Donald Sutherland,Chris Gerolmo,0.275559,2/25/95,6.7,25,Home Box Office (HBO),36465392.87917733,113802822.54054782,1995,105,12554,tt0112681
Jury Duty,Action,Pauly Shore,Tia Carrere,John Fortenberry,0.269228,4/12/95,3.8,14,TriStar Pictures,36465392.87917733,24347404.698322102,1995,88,19326,tt0113500
Problem Child 3,Comedy,William Katt,Justin Chapman,Greg Beeman,0.8477819999999989,5/13/95,3.5,16,Universal TV,36465392.87917733,113802822.54054782,1995,87,28601,tt0114188
Mr. Holland's Opus,Drama,Richard Dreyfuss,Glenne Headly,Stephen Herek,0.42167899999999997,12/29/95,6.8,47,Hollywood Pictures,36465392.87917733,152068807.469418,1995,137,2054,tt0113862
Restoration,Drama,Robert Downey Jr.,Meg Ryan,Michael Hoffman,0.25404,12/29/95,6.2,13,Miramax Films,27188370.4750323,113802822.54054782,1995,117,35196,tt0114272
Far from Home: The Adventures of Yellow Dog,Action,Mimi Rogers,Jesse Bradford,Phillip Borsos,0.252852,1/13/95,6.1,13,Twentieth Century Fox Film Corporation,36465392.87917733,113802822.54054782,1995,87,27985,tt0113028
The Amazing Panda Adventure,Action,Stephen Lang,Ryan Slater,Christopher Cain,0.252843,8/25/95,5.3,12,Warner Bros.,36465392.87917733,113802822.54054782,1995,81,30765,tt0112342
The Indian in the Cupboard,Adventure,Hal Scardino,Litefoot,Frank Oz,0.246552,7/14/95,5.8,62,Paramount Pictures,64393509.0198134,113802822.54054782,1995,96,11359,tt0113419
Dangerous Minds,Drama,Michelle Pfeiffer,George Dzundza,John N. Smith,0.23513499999999998,8/11/95,6.5,128,Hollywood Pictures,36465392.87917733,257574036.079253,1995,99,9909,tt0112792
Persuasion,Drama,Amanda Root,CiarÃ¡n Hinds,Roger Michell,0.229751,9/27/95,6.6,12,BBC Films,36465392.87917733,113802822.54054782,1995,104,17015,tt0114117
Land and Freedom,Drama,Ian Hart,Rosana Pastor,Ken Loach,0.079703,1/1/95,6.6,28,Road Movies Filmproduktion GmbH,36465392.87917733,113802822.54054782,1995,109,38884,tt0114671
Haunted,Foreign,Kate Beckinsale,Aidan Quinn,Lewis Gilbert,0.20571199999999998,10/27/95,5.8,13,American Zoetrope,36465392.87917733,113802822.54054782,1995,108,18801,tt0113269
Waiting to Exhale,Comedy,Whitney Houston,Angela Bassett,Forest Whitaker,0.200906,12/22/95,6.1,18,Twentieth Century Fox Film Corporation,22895469.8737114,116555336.490427,1995,127,31357,tt0114885
A Personal Journey with Martin Scorsese Through American Movies,Documentary,Martin Scorsese,Brian De Palma,Martin Scorsese|Michael Henry Wilson,0.194889,5/21/95,8.5,11,Miramax Films,36465392.87917733,113802822.54054782,1995,225,55676,tt0112120
Le Hussard sur le toit,War,Juliette Binoche,Olivier Martinez,Jean-Paul Rappeneau,0.194078,9/20/95,6.4,17,France 2 CinÃ©ma,50083840.3487438,21464503.006604396,1995,135,11876,tt0113362
Bye Bye Love,Comedy,Matthew Modine,Paul Reiser,Sam Weisman,0.193125,3/16/95,6.3,10,20th Century Fox,36465392.87917733,113802822.54054782,1995,106,30528,tt0112606
How To Make An American Quilt,Drama,Winona Ryder,Anne Bancroft,Jocelyn Moorhouse,0.189446,10/6/95,6.6,16,Universal Pictures,14309668.671069598,33733798.9508723,1995,116,11861,tt0113347
The Pebble and the Penguin,Animation,Martin Short,Annie Golden,Don Bluth|Gary Goldman,0.18332,4/11/95,4.8,11,,40067072.278995,5700846.07346984,1995,74,54648,tt0114108
Never Talk to Strangers,Thriller,Rebecca De Mornay,Antonio Banderas,Peter Hall,0.183034,10/20/95,4.5,15,TriStar Pictures,9158187.94948458,8.58580120264179,1995,86,48781,tt0113965
Higher Learning,Romance,Omar Epps,Kristy Swanson,John Singleton,0.162423,1/11/95,6.5,13,Columbia Pictures Corporation,36465392.87917733,54792755.9305706,1995,127,16295,tt0113305
Leprechaun 3,Comedy,Warwick Davis,John Gatins,Brian Trenchard-Smith,0.14438499999999999,7/4/95,5.5,16,Trimark Pictures,36465392.87917733,113802822.54054782,1995,90,19286,tt0113636
Clockers,Mystery,Harvey Keitel,John Turturro,Spike Lee,0.141747,9/15/95,6.7,26,Universal Pictures,35774171.6776741,18704909.1607923,1995,128,20649,tt0112688
Darkman II: The Return of Durant,Action,Arnold Vosloo,Larry Drake,Bradford May,0.141372,7/11/95,3.7,19,Renaissance Pictures,36465392.87917733,113802822.54054782,1995,93,18998,tt0109552
ç»™çˆ¸çˆ¸çš„ä¿¡,Action,Jet Li,Anita Mui,Corey Yuen Kwai,0.137344,3/2/95,5.3,11,Dimension Films,36465392.87917733,113802822.54054782,1995,104,18725,tt0113153
Last of the Dogmen,Adventure,Tom Berenger,Barbara Hershey,Tab Murphy,0.132101,9/8/95,7.0,14,Savoy Pictures,36465392.87917733,113802822.54054782,1995,118,30718,tt0113617
White Man's Burden,Drama,John Travolta,Harry Belafonte,Desmond Nakano,0.11821500000000001,12/1/95,5.0,14,HBO,11447734.9368557,113802822.54054782,1995,89,31611,tt0114928
Tales from the Hood,Horror,Clarence Williams III,Corbin Bernsen,Rusty Cundieff,0.105894,5/24/95,5.1,13,Savoy Pictures,8.58580120264179,15.740635538176598,1995,98,25066,tt0114609
Forget Paris,Comedy,Billy Crystal,Debra Winger,Billy Crystal,0.114996,5/19/95,5.3,12,Columbia Pictures,36465392.87917733,113802822.54054782,1995,101,10525,tt0113097
The Doom Generation,Action,Rose McGowan,James Duval,Gregg Araki,0.052554,10/27/95,5.3,23,Why Not Productions,36465392.87917733,113802822.54054782,1995,80,13552,tt0112887
Man of the House,Action,Farrah Fawcett,Chevy Chase,James Orr,0.0820679999999999,3/3/95,5.4,20,Walt Disney Pictures,36465392.87917733,113802822.54054782,1995,96,40490,tt0113755
Le Bonheur est dans le prÃ©,Comedy,Michel Serrault,Eddy Mitchell,Ã‰tienne Chatiliez,0.06467200000000001,1/31/95,7.2,12,France 2 CinÃ©ma,19124872.1788846,113802822.54054782,1995,106,43612,tt0112556
Forgotten Silver,Comedy,Peter Jackson,Johnny Morris,Costa Botes|Peter Jackson,0.013131,10/28/95,5.4,15,,36465392.87917733,113802822.54054782,1995,53,32458,tt0116344
Top Dog,Action,Chuck Norris,Michele Lamar Richards,Aaron Norris,0.018196,4/28/95,4.7,10,,8585801.20264179,7288925.94775082,1995,86,36278,tt0114697
Reservoir Dogs,Crime,Harvey Keitel,Tim Roth,Quentin Tarantino,4.586426,6/25/92,7.9,2018,Live Entertainment,1864829.10550674,22783560.4746984,1992,99,500,tt0105236
Aladdin,Animation,Scott Weinger,Robin Williams,Ron Clements|John Musker,3.966538,11/25/92,7.3,2121,Walt Disney Pictures,43512679.1284907,783306265.856875,1992,90,812,tt0103639
